name,street,houseNumber,postalCode,city,country,coordinats/0,coordinats/1
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,Lipowy Dwór 1,1,14-200,Iława,Poland,53.61153025,19.569421305650863
Parafia Rzymskokatolicka Matki Bożej Królowej Polski,Parkowa 12,12,14-200,Rudzienice,Poland,53.631239550000004,19.664407594786894
Parafia Rzymskokatolicka Świętego Jana Nepomucena,Kwiatowa 16,16,13-340,Biskupiec,Poland,53.501567550000004,19.348755249999996
Parafia Rzymskokatolicka Świętego Brata Alberta,Brata Alberta 2a,2a,14-200,Iława,Poland,53.582778149999996,19.55473272258987
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Karaś 24a,24a,14-200,Karaś,Poland,53.3566667,19.3833333
Parafia Rzymskokatolicka Matki Boskiej Częstochowskiej,Laseczno 45,45,14-200,Laseczno,Poland,53.6019472,19.4050142
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Piotrowice 34A,34A,13-340,Piotrowice,Poland,53.5364748,19.3590212
Parafia Rzymskokatolicka Zesłania Ducha Świętego,Kościelna 5,5,14-241,Ząbrowo,Poland,53.6374229,19.4581371
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Janowo 23,23,82-501,Janowo,Poland,53.3755556,19.8047222
Parafia Rzymskokatolicka Świętego Brata Alberta,Piastowska 42,42,82-500,Kwidzyn,Poland,53.74112385,18.949241996183606
Parafia Rzymskokatolicka Świętego Jana Ewangelisty,Targowa 7,7,82-500,Kwidzyn,Poland,53.73490945,18.92389203684005
Parafia Rzymskokatolicka Świętej Trójcy,Józefa Piłsudskiego 47,47,82-500,Kwidzyn,Poland,53.731532599999994,18.927197134739522
Parafia Rzymskokatolicka Matki Bożej Królowej Polski,Nadwiślańska 22,22,82-522,Nebrowo Wielkie,Poland,53.64748,18.74872
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Kwidzyńska 24B,24B,82-522,Sadlinki,Poland,53.66647785,18.87280602166242
Parafia Rzymskokatolicka Wniebowstąpienia Pana Jezusa,Cygany 18A,18A,82-520,Cygany,Poland,53.6489908,19.0069764
Parafia Rzymskokatolicka Matki Bożej Różańcowej,1000-lecia 10,10,82-520,Czarne Dolne,Poland,53.61800345,19.07129196573276
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Grudziądzka 24,24,82-520,Gardeja,Poland,53.5939799,18.9285998
Parafia Rzymskokatolicka Miłosierdzia Bożego,Słowackiego 6,6,82-500,Kwidzyn,Poland,53.729081050000005,18.94071587137077
Parafia Rzymskokatolicka Świętego Wojciecha,Sportowa 3a,3a,82-500,Kwidzyn,Poland,53.72158905,18.937377896233038
Parafia Rzymskokatolicka Świętego Antoniego,Kwidzyńska 26,26,82-501,Rakowiec,Poland,53.7273,19.02473
Parafia Rzymskokatolicka Świętego Jerzego,Kwidzyńska 4,4,82-501,Tychnowy,Poland,53.779746,18.95877370635604
Parafia Rzymskokatolicka Błogosławionych 108 Męczenników Polskich,Pionierów 3,3,82-200,Malbork,Poland,54.0214806,19.05307427282883
Parafia Rzymskokatolicka Matki Boskiej Nieustającej Pomocy,Juliusza Słowackiego 76,76,82-200,Malbork,Poland,54.0328006,19.023551181331865
Parafia Rzymskokatolicka Miłosierdzia Bożego,Broniewskiego 10,10,82-200,Malbork,Poland,54.016922449999996,19.013451889757576
Parafia Rzymskokatolicka Świętej Urszuli Ledóchowskiej,Wybickiego 2,2,82-200,Malbork,Poland,54.02531965,19.035159262500002
Parafia Rzymskokatolicka Zesłania Ducha Świętego,Nogatowa 7,7,82-200,Malbork,Poland,54.0380296,19.06353591811969
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Żuławka Sztumska 75,75,82-440,Żuławka Sztumska,Poland,54.0153714,19.258706
Parafia Rzymskokatolicka Matki Bożej Wniebowzięcia,Kończewice 42,42,82-213,Kończewice,Poland,54.0533333,18.8722222
Parafia Rzymskokatolicka Świętego Józefa,Kościelna 5,5,82-200,Malbork,Poland,54.043779900000004,19.018359935315885
Parafia Rzymskokatolicka Świętych Piotra i Pawła,Mątowy Wielkie 19,19,82-213,Mątowy Wielkie,Poland,54.0107571,18.8838207
Parafia Rzymskokatolicka Świętego Michała Archanioła,Główna 19,19,82-213,Miłoradz,Poland,54.0137024,18.9159541
Parafia Rzymskokatolicka Świętego Floriana,Główna 2,2,82-224,Szymankowo,Poland,54.07290955,18.92263453257845
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Boreczno 19,19,14-230,Boreczno,Poland,53.7902778,19.6919444
Parafia Rzymskokatolicka Matki Boskiej Częstochowskiej,Długa,53/2,14-140,Liwa,Poland,53.7313175,19.8294298
Parafia Rzymskokatolicka Świętego Bartłomieja,Pasłęcka 13,13,14-140,Miłomłyn,Poland,53.763810050000004,19.833747501534525
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Szkolna 2B,2B,14-330,Małdyty,Poland,53.9196653,19.74728710334146
Parafia Rzymskokatolicka Błogosławionego Michała Kozala Biskupa i Męczennika,Żeromskiego 4,4,14-300,Morąg,Poland,53.92130615,19.926341099886656
Parafia Rzymskokatolicka Świętego Józefa,Herdera 1,1,14-300,Morąg,Poland,53.9106082,19.927600541787946
Parafia Rzymskokatolicka Trójcy Przenajświętszej,Kardynała Wyszyńskiego 10,10,14-300,Morąg,Poland,53.9065761,19.9438939
Parafia Rzymskokatolicka Matki Boskiej Częstochowskiej,Wilamowo 37,37,14-330,Wilamowo,Poland,53.2690802,19.543512
Parafia Rzymskokatolicka Najświętszej Maryi Panny Matki Kościoła,Gdańska 26a,26a,82-103,Jantar,Poland,54.33285725,19.034146127063273
Parafia Rzymskokatolicka Świętego Marka Ewangelisty,Morska 12,12,82-110,Kąty Rybackie,Poland,54.3404324,19.228162221247906
Parafia Rzymskokatolicka Świętego Piotra Apostoła,Teleexpressu 4,4,82-120,Krynica Morska,Poland,54.38264045,19.439235247555914
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Gdańska 45,45,82-103,Mikoszewo,Poland,54.3334431,18.950873807004513
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Gdańska 1,1,82-103,Stegna,Poland,54.32595585,19.12492555781995
Parafia Rzymskokatolicka Świętego Wojciecha,Gdańska 25A,25A,82-110,Sztutowo,Poland,54.327069050000006,19.166282553747717
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Żuławki 40,40,82-103,Żuławki,Poland,53.593164,19.9612553
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbe,Kępki 9,9,82-100,Kępki,Poland,49.5736447,19.164223332317064
Parafia Rzymskokatolicka Świętej Jadwigi Królowej,Żuławska 24,24,82-100,Kmiecin,Poland,54.1892152,19.1567695
Parafia Rzymskokatolicka Świętej Elżbiety Węgierskiej,Lubieszewo 5a,5a,82-100,Lubieszewo,Poland,54.1812058,18.9918164
Parafia Rzymskokatolicka Niepokalanego Poczęcia Najświętszej Maryi Panny,Główna 12A,12A,82-100,Marzęcino,Poland,54.23491405,19.23462187563291
Parafia Rzymskokatolicka Niepokalanego Serca Maryi,Obrońców Westerplatte 22,22,82-100,Nowy Dwór Gdański,Poland,54.2136681,19.120554054457862
Parafia Rzymskokatolicka Przemienienia Pańskiego,Michała Drzymały 3,3,82-100,Nowy Dwór Gdański,Poland,54.2109236,19.114965941382287
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Szkolna 22,22,82-112,Ostaszewo,Poland,54.213637649999995,18.952086184693776
Parafia Rzymskokatolicka Świętego Mateusza Apostoła,Kardynała Stefana Wyszyńskiego 1,1,82-230,Nowy Staw,Poland,54.13470185,19.009355400215824
Parafia Rzymskokatolicka Świętego Bartłomieja Apostoła,Świerki 29,29,82-230,Świerki,Poland,51.517864,16.5335426
Parafia Rzymskokatolicka Świętej Katarzyny,Boręty 21,21,82-224,Boręty,Poland,54.1369444,18.8747222
Parafia Rzymskokatolicka Świętego Andrzeja Apostoła,Lasowice Wielkie 76,76,82-200,Lasowice Wielkie,Poland,54.0950314,19.0954269
Parafia Rzymskokatolicka Świętej Urszuli,Lachowicza 25,25,82-224,Lichnowy,Poland,54.11571945,18.914566258440985
Parafia Rzymskokatolicka Świętego Mikołaja,10 Marca 42,42,82-224,Lisewo Malborskie,Poland,54.09969,18.83292
Parafia Rzymskokatolicka Świętego Marcina,Nowa Cerkiew 32,32,82-112,Nowa Cerkiew,Poland,54.1883333,18.8875
Parafia Rzymskokatolicka Świętego Piotra Apostoła,Słowackiego 1,1,14-420,Młynary,Poland,54.1878997,19.723368839587476
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Osiek 20,20,14-407,Osiek,Poland,53.166824,19.3885152
Parafia Rzymskokatolicka Świętego Józefa,św. Wojciecha 11,11,14-400,Pasłęk,Poland,54.0667129,19.65768895196517
Parafia Rzymskokatolicka Przemienienia Pańskiego,Wilczęta,0,14-405,Wilczęta,Poland,54.1677392,19.8830546
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Jelonki 106,106,14-411,Jelonki,Poland,52.2331282,20.9179066
Parafia Rzymskokatolicka Błogosławionego Jerzego Matulewicza,Kopernika 28,28,14-400,Pasłęk,Poland,54.061338250000006,19.669695517952576
Parafia Rzymskokatolicka Świętych Piotra i Pawła,Rogajny 35A,35A,14-400,Rogajny,Poland,54.0566667,19.7108333
Parafia Rzymskokatolicka Niepokalanego Serca Najświętszej Maryi Panny,Rychliki,0,14-411,Rychliki,Poland,53.9859225,19.5267889
Parafia Rzymskokatolicka Świętego Antoniego Padewskiego,Kościelna 12,12,82-433,Mikołajki Pomorskie,Poland,53.85294,19.16832
Parafia Rzymskokatolicka Świętego Wojciecha,Warszawska 19,19,82-550,Prabuty,Poland,53.7561496,19.202401770416124
Parafia Rzymskokatolicka Świętego Stanisława Kostki,Rodowo 18,18,82-550,Rodowo,Poland,53.8227778,19.2247222
Parafia Rzymskokatolicka Świętej Rodziny,Bałoszyce 19,19,14-240,Bałoszyce,Poland,53.6888889,19.3063889
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Goryń 57,57,14-220,Goryń,Poland,51.5488237,21.2877046
Parafia Rzymskokatolicka Matki Bożej Królowej Świata,Kamieniec 17,17,14-240,Kamieniec,Poland,50.15355525,19.488087043452786
Parafia Rzymskokatolicka Matki Bożej Królowej Świata,Kościelna 3,3,14-220,Kisielice,Poland,53.6051142,19.263999461164385
Parafia Rzymskokatolicka Świętego Antoniego,Kościelna 6,6,14-240,Susz,Poland,53.7179519,19.340175605188335
Parafia Rzymskokatolicka Świętej Rozalii,Słowiańska 1,1,14-240,Susz,Poland,53.717106650000005,19.332472488399592
Parafia Rzymskokatolicka Świętej Królowej Jadwigi,Sportowa 1,1,82-400,Czernin,Poland,53.90399095,19.071804869326886
Parafia Rzymskokatolicka Chrystusa Króla,Piekło 22,22,82-400,Piekło,Poland,53.7887751,19.7125514
Parafia Rzymskokatolicka Błogosławionego Michała Kozala,Jana Pawła II 1,1,82-420,Ryjewo,Poland,53.8421723,18.961921497131147
Parafia Rzymskokatolicka Świętej Rodziny,Grunwaldzka 40,40,82-420,Ryjewo,Poland,53.8383544,18.9603064
Parafia Rzymskokatolicka Świętych Szymona i Judy Tadeusza,Główna 10,10,82-410,Stary Targ,Poland,53.9235211,19.168809
Parafia Rzymskokatolicka Świętej Katarzyny Dziewicy i Męczennicy,Straszewo 45,45,82-420,Straszewo,Poland,53.8177778,19.0630556
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,Konopnickiej 14,14,82-400,Sztum,Poland,53.9270709,19.0385752
Parafia Rzymskokatolicka Świętej Anny,Związku Jaszczurczego 5,5,82-400,Sztum,Poland,53.914836300000005,19.037204931418316
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Cieplice 36,36,82-310,Cieplice,Poland,51.3408333,16.8294444
Parafia Rzymskokatolicka Świętej Rodziny,Aleja Odrodzenia 13,13,82-300,Elbląg,Poland,54.187488099999996,19.399294700246827
Parafia Rzymskokatolicka Świętego Antoniego Padewskiego,Kadyny 30,30,82-340,Kadyny,Poland,54.29808665,19.491876680167472
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Łęcze 48,48,82-340,Łęcze,Poland,54.274081100000004,19.477899006560335
Parafia Rzymskokatolicka Świętego Jakuba Apostoła,Kościelna 2,2,82-340,Tolkmicko,Poland,54.320438800000005,19.528017394592055
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,al. kard. Wyszyńskiego 2a,2a,16-300,Augustów,Poland,53.856970950000004,23.00497573407123
Parafia Rzymskokatolicka Miłosierdzia Bożego,ks. Bolesława Szkiłądzia 1,1,16-300,Augustów,Poland,53.84268495,22.99544573357604
Parafia Rzymskokatolicka Świętej Rodziny,Storczykowa 45,45,16-300,Augustów,Poland,53.83585685,22.982171283806565
Parafia Rzymskokatolicka Zwiastowania Najświętszej Maryi Panny,Janówka 50,50,16-300,Janówka,Poland,50.461479350000005,21.6821243
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbe,Kolnica 90,90,16-300,Kolnica,Poland,53.7816473,23.0195637
Parafia Rzymskokatolicka Najświętszego Serca Jezusowego,ks. Skorupki 4,4,16-300,Augustów,Poland,53.84219295,22.979919147310966
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,al. Jana Pawła II 14,14,16-300,Augustów,Poland,53.852695749999995,22.96344500707825
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Augustowska 23,23,16-320,Bargłów Kościelny,Poland,53.7710109,22.818572854231082
Parafia Rzymskokatolicka Świętej Siostry Faustyny Kowalskiej,Kolnica 90,90,16-300,Kolnica,Poland,53.7816473,23.0195637
Parafia Rzymskokatolicka Matki Bożej Szkaplerznej,Giżycka 1A,1A,12-250,Orzysz,Poland,53.80987,21.94607
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Ełcka 17,17,12-250,Orzysz,Poland,53.80985,21.95091
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,Konopnickiej 3a,3a,12-230,Biała Piska,Poland,53.60883115,22.060687594357372
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,Henryka Sienkiewicza 14,14,12-230,Drygały,Poland,53.682864499999994,22.1041925808356
Parafia Rzymskokatolicka Świętego Jana Pawła II,św. Maksymiliana Marii Kolbe 7,7,19-300,Ełk,Poland,53.7993122,22.35121566035353
Parafia Rzymskokatolicka Świętego Rafała Kalinowskiego,Jana Pawła II 6,6,19-300,Ełk,Poland,53.80387985,22.36013400327235
Parafia Rzymskokatolicka Świętego Wojciecha Biskupa i i Męczennika,Tadeusza Kościuszki 16,16,19-300,Ełk,Poland,53.82022955,22.354831212723788
Parafia Rzymskokatolicka Świętego Józefa Rzemieślnika,Jana i Hieronima Małeckich 1,1,19-300,Nowa Wieś Ełcka,Poland,53.7706274,22.328725255708243
Parafia Rzymskokatolicka Świętego Antoniego z Padwy,1 Maja 52a,52a,19-335,Prostki,Poland,53.698406,22.4347351
Parafia Rzymskokatolicka Ducha Świętego,Jana Kilińskiego 7,7,19-300,Ełk,Poland,53.8138922,22.3596932
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Polski,Grodzieńska 6,6,19-300,Ełk,Poland,53.83341705,22.346755064090488
Parafia Rzymskokatolicka Opatrzności Bożej,Suwalska 21,21,19-300,Ełk,Poland,53.8291023,22.367540433963537
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Mazurska 1,1,19-314,Kalinowo,Poland,53.873855750000004,22.67117440075122
Parafia Rzymskokatolicka Świętego Brata Alberta Chmielowskiego,Chełchy 4/12,4/12,19-300,Chełchy,Poland,52.8768682,20.9805977
Parafia Rzymskokatolicka Chrystusa Sługi,gen. Grota-Roweckiego 5A,5A,19-300,Ełk,Poland,53.8375025,22.3644442
Parafia Rzymskokatolicka Najświętszego Serca Jezusowego,Armii Krajowej 2,2,19-300,Ełk,Poland,53.821720850000005,22.347396203873846
Parafia Rzymskokatolicka Świętego Jana Apostoła i Ewangelisty,Toruńska 1,1,19-300,Ełk,Poland,53.828384650000004,22.349762749999996
Parafia Rzymskokatolicka Świętego Tomasza Apostoła,11 Listopada 28,28,19-300,Ełk,Poland,53.8323912,22.327006
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,Grabnik 11,11,19-330,Grabnik,Poland,52.5626645,21.4394042
Parafia Rzymskokatolicka Trójcy Przenajświętszej,Ełcka 16,16,19-330,Stare Juchy,Poland,53.92261995,22.17459615257353
Parafia Rzymskokatolicka Matki Bożej Królowej Polski,Mikołaja Kopernika 1,1,19-300,Straduny,Poland,53.890394,22.348174494960702
Parafia Rzymskokatolicka Błogosławionej Karoliny Kózkówny,Księcia Witolda 2a,2a,19-300,Ełk,Poland,53.8159641,22.3366633
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Marii Konopnickiej 5,5,16-424,Filipów,Poland,54.1805027,22.624620976300854
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Kościelna 5,5,16-427,Przerośl,Poland,54.2520148,22.6533433
Parafia Rzymskokatolicka Świętego Michała Archanioła,Marii Konopnickiej 10,10,19-504,Żytkiejmy,Poland,54.3553892,22.6955966
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,Michała Kajki 1,1,19-504,Dubeninki,Poland,54.288080750000006,22.55620355357562
Parafia Rzymskokatolicka Świętej Anny,Królowej Jadwigi 12,12,11-500,Giżycko,Poland,54.0444507,21.78657847714611
Parafia Rzymskokatolicka Świętego Kazimierza Królewicza,Pionierska 14a,14a,11-500,Giżycko,Poland,54.04053570000001,21.774602346327818
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,22 Lipca 28,28,11-612,Kruklanki,Poland,54.0891423,21.923953365375695
Parafia Rzymskokatolicka Matki Bożej Królowej Polski,Giżycka 47,47,11-513,Miłki,Poland,53.94072745,21.874755315274186
Parafia Rzymskokatolicka Świętego Kazimierza Królewicza,Orłowo 33,33,11-510,Orłowo,Poland,54.2095776,19.0881046
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,Mazurska 73,73,11-513,Rydzewo,Poland,53.9655654,21.7612078
Parafia Rzymskokatolicka Chrystusa Zbawiciela,Grunwaldzka 41,41,11-510,Wydminy,Poland,53.98227825,22.032566743395815
Parafia Rzymskokatolicka Matki Bożej Gietrzwałdzkiej,Zelki,0,11-510,Zelki,Poland,53.8889928,22.0988369
Parafia Rzymskokatolicka Ducha Świętego Pocieszyciela,Moniuszki 2A,2A,11-500,Giżycko,Poland,54.0361872,21.75749398458904
Parafia Rzymskokatolicka Świętego Brunona,Pionierska 14,14,11-500,Giżycko,Poland,54.04041445,21.774230979494163
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbe,Nowogródzka 35,35,11-500,Giżycko,Poland,54.0505021,21.765650043253814
Parafia Rzymskokatolicka Świętego Jana Kantego,Kamionki 34a,34a,11-500,Kamionki,Poland,54.1550524,18.1930001
Parafia Rzymskokatolicka Niepokalanego Poczęcia Najświętszej Maryi Panny,Tadeusza Kościuszki 12,12,11-520,Ryn,Poland,53.9369798,21.5494132
Parafia Rzymskokatolicka Świętego Rafała Kalinowskiego,Olsztyńska 38,38,11-500,Wilkasy,Poland,54.01229825,21.735400343888585
Parafia Rzymskokatolicka Najświętszej Maryi Panny Matki Kościoła,Żeromskiego 2,2,19-500,Gołdap,Poland,54.309619749999996,22.303551385446426
Parafia Rzymskokatolicka Świętego Józefa Robotnika,1 Maja 41a,41a,19-500,Gołdap,Poland,54.3216287,22.3205448
Parafia Rzymskokatolicka Świętego Leona Wielkiego,Krzywa 4,4,19-500,Gołdap,Poland,54.305170000000004,22.30243094673333
Parafia Rzymskokatolicka Matki Bożej Różańcowej,Grabowo 60,60,19-500,Grabowo,Poland,53.4652551,22.1528499
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Żabin 25,25,19-520,Żabin,Poland,54.3261742,22.045834621571995
Parafia Rzymskokatolicka Świętego Antoniego Padewskiego,Konopnickiej 57,57,19-520,Banie Mazurskie,Poland,54.2462761,22.0347647
Parafia Rzymskokatolicka Świętego Mateusza Apostoła,Jaminy 14,14,16-310,Jaminy,Poland,53.6527451,23.0340542
Parafia Rzymskokatolicka Zwiastowania Najświętszej Maryi Panny,Krasnybór 45,45,16-310,Krasnybór,Poland,53.7325682,23.182015
Parafia Rzymskokatolicka Matki Bożej Anielskiej,Kościelna 28,28,16-315,Lipsk,Poland,53.73570555,23.397882603110467
Parafia Rzymskokatolicka Świętego Jakuba Apostoła,Augustowska 5,5,16-310,Sztabin,Poland,53.677957750000004,23.102768692851125
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbe,Kosewo 9,9,11-700,Kosewo,Poland,52.5928695,20.7621032
Parafia Rzymskokatolicka Matki Bożej Różańcowej,Michała Kajki 27,27,11-730,Mikołajki,Poland,53.7987517,21.5760952
Parafia Rzymskokatolicka Świętego Mikołaja,ks. Jerzego Popiełuszki 1,1,11-730,Mikołajki,Poland,53.8014488,21.5763147
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Ukta 19,19,12-220,Ukta,Poland,53.6876815,21.491452
Parafia Rzymskokatolicka Najświętszej Maryi Panny Matki Kościoła,Baranowo 32,32,11-730,Baranowo,Poland,53.17524,21.29524
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Kościuszki 29,29,19-420,Kowale Oleckie,Poland,54.1664073,22.4143603
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Polski,Plac Wolności 18,18,19-400,Olecko,Poland,54.0387298,22.505146115176906
Parafia Rzymskokatolicka Świętej Rodziny,os. Osiedle Siejnik I 15,15,19-400,Olecko,Poland,54.0217534,22.48850983970487
Parafia Rzymskokatolicka Matki Bożej Szkaplerznej,Świętajno 16,16,19-411,Świętajno,Poland,53.99938485,22.31929199220339
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,Cichy 2,2,19-411,Cichy,Poland,50.064722950000004,19.904730243902442
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Zamkowa 6,6,19-400,Olecko,Poland,54.0391024,22.5102958
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Lesk 22,22,19-400,Lesk,Poland,54.0173032,22.5106623
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Lipowa 26,26,19-404,Wieliczki,Poland,53.9847272,22.567998507958066
Parafia Rzymskokatolicka Matki Bożej Królowej Świata,Lipowa 30,30,19-404,Wieliczki,Poland,53.98521955,22.56826193646082
Parafia Rzymskokatolicka Matki Miłosierdzia Ostrobramskiej,Michała Wołodyjowskiego 2,2,12-200,Pisz,Poland,53.6228461,21.8353203
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Trzcinowa 24,24,12-200,Pisz,Poland,53.631375,21.832132
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Armii Krajowej 2,2,12-200,Pisz,Poland,53.6299868,21.806118330830813
Parafia Rzymskokatolicka Świętego Józefa Oblubieńca Najświętszej Maryi Panny,Dworcowa 15,15,12-200,Pisz,Poland,53.63071875,21.796285752019706
Parafia Rzymskokatolicka Matki Bożej Miłosierdzia,Dworcowa 32,32,12-220,Ruciane-Nida,Poland,53.6527839,21.55984303147099
Parafia Rzymskokatolicka Trójcy Świętej,Polna 10,10,12-220,Ruciane-Nida,Poland,53.64300805,21.531365857432434
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,Turośl 15,15,12-220,Turośl,Poland,53.5072222,21.6066667
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Piaski 2,2,19-206,Rajgród,Poland,53.7311364,22.6994656
Parafia Rzymskokatolicka Świętego Wojciecha Biskupa i Męczennika,Rydzewo 10,10,19-206,Rydzewo,Poland,52.8963889,19.6311111
Parafia Rzymskokatolicka Matki Bożej Nieustającej Pomocy,Borzymy 28/12,28/12,19-314,Borzymy,Poland,53.0929388,22.6709486
Parafia Rzymskokatolicka Świętej Rodziny,Karolin 31,31,16-506,Karolin,Poland,51.7382596,20.9472329
Parafia Rzymskokatolicka Przemienienia Pańskiego,Wojska Polskiego 15,15,16-503,Krasnopol,Poland,54.11395675,23.205442538290015
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Adama Mickiewicza 55,55,16-515,Puńsk,Poland,54.249188,23.1748556
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Plac Świętej Agaty 1,1,16-500,Sejny,Poland,54.108410649999996,23.345525192644487
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Berżniki 47,47,16-500,Berżniki,Poland,54.1005181,23.4639957
Parafia Rzymskokatolicka Trójcy Przenajświętszej,Kościelna 17,17,16-420,Raczki,Poland,53.990944299999995,22.78080293892834
Parafia Rzymskokatolicka Błogosławionej Anieli Salawy,Łanowa 13,13,16-400,Suwałki,Poland,54.1007232,22.915532257511174
Parafia Rzymskokatolicka Matki Bożej Królowej Męczenników,Wojska Polskiego 36,36,16-400,Suwałki,Poland,54.08639445,22.92825235
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Wojska Polskiego 36,36,16-400,Suwałki,Poland,54.08639445,22.92825235
Parafia Rzymskokatolicka Świętego Wojciecha Biskupa i Męczennika,Szkolna 9,9,16-400,Suwałki,Poland,54.10229165,22.941055470879732
Parafia Rzymskokatolicka Niepokalanego Poczęcia Najświętszej Maryi Panny,Wigry 11,11,16-402,Suwałki,Poland,54.06902225,23.08533524028853
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Suwalska 38,38,16-404,Jeleniewo,Poland,54.2077715,22.913827725089817
Parafia Rzymskokatolicka Matki Bożej Królowej Korony Polskiej,Suwalska 2,2,16-406,Rutka-Tartak,Poland,54.3219743,22.970098287802422
Parafia Rzymskokatolicka Świętej Anny,Smolniki 14,14,16-407,Smolniki,Poland,53.3630137,22.1669672
Parafia Rzymskokatolicka Matki Bożej Miłosierdzia,Prymasa Stefana Wyszyńskiego 3,3,16-400,Suwałki,Poland,54.123870600000004,22.94847574527686
Parafia Rzymskokatolicka Świętej Teresy,Szkolna 7,7,16-407,Wiżajny,Poland,54.368466350000006,22.86683471455801
Parafia Rzymskokatolicka Ducha Świętego,Kaletnik 71a,71a,16-411,Kaletnik,Poland,54.1886111,23.0838889
Parafia Rzymskokatolicka Bożego Ciała,11 Listopada 6,6,16-400,Suwałki,Poland,54.1267365,22.926919792947537
Parafia Rzymskokatolicka Chrystusa Króla,Jana Pawła II 3,3,16-400,Suwałki,Poland,54.11105515,22.936284791879984
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Tadeusza Kościuszki 58,58,16-400,Suwałki,Poland,54.099137,22.927224544786867
Parafia Rzymskokatolicka Świętego Aleksandra,Emilii Plater 2,2,16-400,Suwałki,Poland,54.1018032,22.926870176891594
Parafia Rzymskokatolicka Świętego Brata Alberta,Kowieńska 13,13,16-400,Suwałki,Poland,54.107315799999995,22.954157700000003
Parafia Rzymskokatolicka Świętego Kazimierza Królewicza,Wincentego Witosa 8,8,16-400,Suwałki,Poland,54.1175044,22.932825084290883
Parafia Rzymskokatolicka Świętego Stanisława Kostki,1 Maja 21,21,11-610,Pozezdrze,Poland,54.14137345,21.851823391658655
Parafia Rzymskokatolicka Chrystusa Króla,Węgorzewska 17,17,11-600,Radzieje,Poland,54.12825105,21.5837219
Parafia Rzymskokatolicka Dobrego Pasterza,Pionierów 4,4,11-600,Węgorzewo,Poland,54.21245715,21.738182668430113
